PRIMARY_STREET,CROSS_STREET,CITY_COUNTY,STATIONID,AGENCY,LOCATION_SOURCE,NOTES,TDOT_ID,STATUS,PREVIOUS_STATION,PRIMARY_ST_ALPHABETICAL,Longitude,Latitude,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022
SR061,E OF I-75,Anderson,15000172,TDOT,TPO,,1000172,INACTIVE,,,-84.06958499,36.17683833,14411,13585,13033,15263,13912,16161,13546,14379,15149,14721,15762,16264,14763,14964,14927,14845,13799,,,,,,,
1264,"S OF SR-71, NEAR KNOX CO LINE",Anderson,1000173,TDOT,TDOT,,1000173,ACTIVE,,,-84.02289692,36.13544389,,759,618,637,703,736,716,721,733,686,713,675,702,690,689,686,593,673,687,890,863,809,983,946
2458,RED HILL RD. - E OF NORRIS,Anderson,1000174,TDOT,TDOT,,1000174,ACTIVE,,,-84.03963093,36.21668391,,416,428,440,452,464,538,548,508,477,509,427,441,471,514,533,525,582,536,572,527,559,781,538
4611,WEAVER ST. - CLINTON (CBD),Anderson,1000175,TDOT,TDOT,,1000175,ACTIVE,,,-84.12966495,36.10658289,,3449,2855,1138,3580,3687,4037,3703,3343,3367,3266,3699,3450,3532,3617,3383,3825,3753,3490,3689,3854,2518,3635,3221
4074,MARKET ST. - CLINTON (CBD),Anderson,1000176,TDOT,TDOT,,1000176,ACTIVE,,,-84.12998095,36.10394088,,2233,2154,1821,1917,1952,1933,1689,1750,1520,1387,1463,1471,1411,1245,1438,1595,1525,1700,1528,1002,1019,1889,1759
4070,CLINTON (CBD),Anderson,1000177,TDOT,TDOT,,1000177,ACTIVE,,,-84.13341495,36.10172788,,309,281,299,355,328,324,320,279,382,344,296,326,377,249,365,381,359,352,364,423,198,374,385
4068,CLINTON (CBD),Anderson,1000178,TDOT,TDOT,,1000178,ACTIVE,,,-84.13350295,36.10071088,,1877,1462,1368,1256,1294,1314,1353,683,786,710,731,729,751,313,723,614,574,580,589,595,316,318,319
4068,CLINTON (CBD),Anderson,1000179,TDOT,TDOT,,1000179,ACTIVE,,,-84.13446295,36.10030188,,1315,830,345,671,691,724,785,695,620,686,630,699,706,724,746,752,760,774,781,790,803,807,581
MORRISTOWN,,Hamblen,32000131,TDOT,TDOT,,63000131,ACTIVE,,,-83.26289869,36.13045292,,567,600,622,626,645,714,617,742,641,569,563,645,690,731,780,680,686,666,701,740,884,776,894
FISH HAT - SE OF MORRISTOWN,,Hamblen,32000094,TDOT,TDOT,,63000094,ACTIVE,,,-83.22563769,36.20072294,923,1124,957,1045,860,886,938,960,956,910,729,775,745,867,742,826,678,794,762,769,689,735,698,765
GRASSY FK-NEAR NORTH CAROLINA STATE LINE,,Cocke,15000095,TDOT,TDOT,,29000095,INACTIVE,,,-83.09205463,35.81943186,428,465,499,469,417,455,407,445,458,357,413,424,407,368,330,366,321,324,253,,,,,
NEWPORT,,Cocke,15000110,TDOT,TDOT,,29000110,INACTIVE,,,-83.21273967,35.97387089,8747,9388,9363,9349,10190,8983,9181,8947,8360,7958,8485,9736,8393,8335,7735,7883,8179,7460,7824,,,,,
Neyland Dr,E of Stadium Dr,Knox,47000161,TDOT,TDOT,,93000161,ACTIVE,,Neyland Dr,-83.92269988,35.95491486,18270,22964,22116,21890,20334,22986,20585,20728,20418,18967,18007,18547,14388,13892,12830,13840,14609,14592,15660,16209,18883,12902,9395,13490
Maynardville Pk,Union Co Line,Knox,47000162,TDOT,TDOT,,93000162,ACTIVE,,Maynardville Pk,-83.90626289,36.16874691,12747,12879,13505,13134,13715,14111,13743,13536,13210,13615,13584,12712,12204,12284,12653,11630,11954,12171,13813,13322,13910,13336,14065,13910
Springbrook Rd,W of Wright Rd,Blount,5000168,TDOT,TDOT,,9000168,ACTIVE,,Springbrook Rd,-83.96717488,35.77989282,2138,1691,1855,1915,1742,1716,1616,1613,1606,1520,1812,1766,1598,1908,1789,1794,1916,1996,2060,2126,1856,1409,1733,1667
Wright Rd,N of Harrison St,Blount,5000135,TDOT,TDOT,,9000135,ACTIVE,,Wright Rd,-83.96665688,35.77520782,2380,2541,2539,2691,2409,2481,2800,2638,2593,2459,2691,2630,2484,2592,2705,2786,2678,2780,2860,2898,2922,2084,2712,2752
Cusick St,N of McCammon Ave,Blount,5000099,TDOT,TDOT,,9000099,ACTIVE,,Cusick St,-83.97303088,35.75726382,13321,14298,16567,15760,17115,17481,13994,13191,12900,13158,11834,12295,12164,13070,12745,12201,12737,12639,13234,12269,11900,12257,10415,10977
Harper Ave,W of Cusick St,Blount,5000178,TDOT,TDOT,,9000178,ACTIVE,,Harper Ave,-83.97256588,35.75561882,7684,7780,7907,7841,7824,7986,5522,8506,5659,5774,7146,5897,5988,6301,6037,6084,6418,6214,6404,6138,6418,5329,5433,5726
Church Ave,W of Cusick St,Blount,5000179,TDOT,TDOT,,9000179,ACTIVE,,Church Ave,-83.97139288,35.75490682,6249,6604,7222,3311,6157,3026,2652,3106,3199,2589,2907,2519,2303,2265,2288,2118,2160,2196,2316,2110,2365,1773,1940,1789
Court St,S of Hummingbird Dr,Blount,5000053,TDOT,TDOT,,9000053,ACTIVE,,Court St,-83.95441588,35.73871581,6276,5601,6043,4930,4291,4293,4247,4380,4358,3781,3334,3382,3058,3251,3075,3174,3353,3285,3925,3521,3629,3197,3434,4142
Louisville Rd  ,E of Honey Rock Way,Blount,5000009,TDOT,TDOT,,9000009,ACTIVE,,Louisville Rd,-84.04732491,35.82214083,4949,6051,6327,6611,7041,7252,6623,6650,6225,6375,7383,7041,6944,6534,5902,6672,6741,7433,6976,7366,6721,6610,6958,7009
Cogdill Rd,S of Lexington Rd,Knox,093M312,TPO,TPO,,,ACTIVE,,Cogdill Rd,-84.13113594,35.91272585,1686,,2040,,1600,,1548,,1800,,1720,,1880,,1890,,1890,,1780,,,1970,2110,
Sanders Rd,S of Bob Gray Rd,Knox,093M338,TPO,TPO,,,ACTIVE,,Sanders Rd,-84.10959888,35.93872058,,930,,73,,980,,1020,,970,,910,,980,,990,,950,,,,940,,1060
Chesney Rd,W of Bob Kirby Rd,Knox,093M309,TPO,TPO,,,ACTIVE,,Chesney Rd,-84.12324294,35.94309485,1285,,1450,,1310,,1727,,1770,,2300,,2080,,1920,,2130,,2250,,,2780,2460,
Bakertown Rd,S of Ball Rd,Knox,093M300,TPO,TPO,,,REPLACED,,Bakertown Rd,-84.08476786,35.97096641,540,,540,,,790,,,,1110,,1020,,,,1090,,1200,,,,,,
Meredith Rd,E of Weaver Rd,Knox,093M330,TPO,TPO,,,ACTIVE,,Meredith Rd,-84.05911225,35.99628664,,720,,770,,890,,1010,,860,,960,,900,,1010,,,,,,1120,,1180
Parkside Dr,E of Lovell Rd,Knox,093M087,TPO,TPO,,,INACTIVE,,Parkside Dr,-84.13786808,35.90134991,7548,8170,11080,12240,13620,16350,13825,16670,16490,14640,14000,13450,13120,13300,,,,,,,,,,
Hill Rd,S of Thomas Weaver Rd,Knox,093M092,TPO,TPO,,,ACTIVE,,Hill Rd,-83.95177703,36.14570065,318,340,320,300,330,370,,370,,340,,350,,320,,330,,420,,,,310,,350
Campbell Station Rd,S of Hardin Valley Rd,Knox,093M354,TPO,TPO,,,ACTIVE,,Campbell Station Rd,-84.18534395,35.92853685,,,,,,,2229,2630,2860,2740,,3290,,4240,,4350,,4650,,,5700,4260,,5440
High St (US 411),E of Washington St,Blount,009M031,TPO,TPO,,,ACTIVE,,High St (US 411),-83.96334988,35.75822582,,,,,,,,,,,7690,8340,8090,8280,,7790,8110,8980,9280,,9570,7210,8990,9390
East Towne E,S of Mall Rd N,Knox,093C346,Knoxville,TPO,,,INACTIVE,,East Towne E,-83.87836622,36.0308858,,5745,,6318,,5432,,5668,,4171,,,,,,,,,,,,,,
Centerline Dr,E of Washington Pk,Knox,093C350,Knoxville,TPO,,,INACTIVE,,Centerline Dr,-83.88435031,36.02933321,,3943,,3402,,3520,,2829,,2313,,,,,,,,,,,,,,
N Mall Rd,E of Washington Pk,Knox,093C347,Knoxville,TPO,,,INACTIVE,,Mall Rd (N),-83.88559898,36.0333596,,9114,,9977,,9503,,9749,,9162,,,,,,,,,,,,,,
Washington Pk,S of Mall Rd N,Knox,093C349,TPO,TPO,,,ACTIVE,,Washington Pk,-83.88663869,36.03265444,,12688,,12823,,13936,,13364,,18377,,14700,,15410,,15010,,15270,,,,13950,,18440
Valley View Dr,W of Washington Pk,Knox,093C351,Knoxville,TPO,,,INACTIVE,,Valley View Dr,-83.88836722,36.02857442,,3131,,3060,,3648,,3170,,2933,,,,,,,,,,,,,,
Washington Pk,W of Millertown Pk,Knox,093C352,TPO,TPO,,,ACTIVE,,Washington Pk,-83.88223696,36.02305011,,8769,,8630,,10082,,9324,,9060,,8220,,7260,,7880,,7940,,,,6940,,7470
Ault Rd,S of Buffat Mill Dr,Knox,093C353,Knoxville,TPO,,,INACTIVE,,Ault Rd,-83.88119147,36.01745622,,1335,,1205,,1426,,1150,,1000,,,,,,,,,,,,,,
SR061,S OF GOOSENECK,Anderson,1000019,TDOT,TDOT,,1000019,ACTIVE,,,-84.02858892,36.20374191,2067,2208,2098,2376,2107,2445,1878,2168,2037,1987,2226,2214,1881,2000,2005,1895,2031,2291,2149,2214,2236,1998,2477,2202
1297,S OF GOOSENECK,Anderson,1000020,TDOT,TDOT,,1000020,ACTIVE,,,-84.02754692,36.21093091,2340,2389,2470,2620,2705,2615,2389,2753,2706,2501,2629,2664,2505,2730,2674,2364,2371,2946,2706,2950,2852,3014,3188,3194
2456,NW OF ANDERSONVILLE VILLAGE,Anderson,1000021,TDOT,TDOT,,1000021,ACTIVE,,,-84.04704093,36.20310791,446,496,454,501,518,517,570,530,486,533,516,474,548,492,488,481,502,538,466,547,569,486,513,460
SR061,NE NORRIS,Anderson,1000022,TDOT,TDOT,,1000022,ACTIVE,,,-84.05056693,36.19510391,6357,6581,6062,6328,6445,6903,7125,6920,6630,6239,6951,5909,6159,6201,6140,5795,5876,6482,6522,6940,7513,6049,7250,6602
2456,E OF ANDERSONVILLE,Anderson,1000023,TDOT,TDOT,,1000023,ACTIVE,,,-84.06732193,36.19453891,4190,3920,3813,3888,3490,3955,3214,3423,3440,3337,3527,3029,3455,3365,3464,3435,3298,3361,3314,3154,3403,1955,3146,3605
SR071,NEAR NORRIS,Anderson,1000024,TDOT,TDOT,,1000024,ACTIVE,,,-84.07552294,36.1826019,1494,1405,1209,1291,1605,1557,1751,1531,1495,1099,1545,1167,1600,1519,1718,1720,1737,1788,1727,1888,2002,2350,2145,1411
0A138,BUFFALO RD. -  S OF I-75,Anderson,1000026,TDOT,TDOT,,1000026,ACTIVE,,,-84.08086794,36.1608159,1422,1837,1736,1669,1768,1821,1630,1756,1815,1794,1719,1777,1959,2112,1817,2100,2087,1964,2099,2237,2377,2279,2499,2532
2454,N OF MELBOURNE,Anderson,1000027,TDOT,TDOT,,1000027,ACTIVE,,,-83.99622091,36.18591991,381,409,401,428,472,458,372,360,399,472,421,393,430,434,478,481,451,483,413,493,466,491,464,402
SR170,NEAR MELBOURNE,Anderson,1000028,TDOT,TDOT,,1000028,ACTIVE,,,-84.00392891,36.1743119,1006,935,933,894,899,903,805,837,874,869,883,764,946,921,974,949,846,1059,1008,1035,920,852,1032,1031
2452,"N OF SR-71, NEAR KNOX CO LINE",Anderson,1000029,TDOT,TDOT,,1000029,ACTIVE,,,-84.01308892,36.1458649,1264,1298,1196,1356,1406,1417,1448,1456,1531,1531,1520,1364,1360,1366,1414,1502,1322,1510,1624,1825,1650,1591,1746,1668
SR170,"NE OF SR-71, NEAR KNOX CO LINE",Anderson,1000030,TDOT,TDOT,,1000030,ACTIVE,,,-84.02549692,36.1553419,1452,1453,1406,1454,1607,1560,1352,1522,1522,1470,1390,1295,1530,1577,1457,1533,1422,1600,1650,1807,1610,1637,1673,1565
0E510,"BRUSHY VALLEY RD. - NE OF I-75, NEAR KNOX CO LINE",Anderson,1000031,TDOT,TDOT,,1000031,ACTIVE,,,-84.03726192,36.1449179,687,678,676,614,704,693,691,663,590,580,644,550,619,695,694,761,654,712,721,913,866,775,947,1086
0E510,BRUSHY VALLEY RD. - NE CLINTON,Anderson,1000032,TDOT,TDOT,,1000032,ACTIVE,,,-84.09392394,36.12789789,1084,1298,1179,1231,1248,2147,2019,1741,1848,1768,967,1023,1030,973,1104,1280,1163,1190,1220,1268,1364,1194,1330,1391
NW OF COSBY,,Cocke,15000051,TDOT,TDOT,,29000051,INACTIVE,,,-83.25282567,35.81731186,1354,1332,1319,1237,1611,1595,1535,1548,1392,1515,1426,1408,1906,1963,1636,1299,1640,1852,1580,,,,,
Lindy Dr,E of Chapman Hwy,Knox,47000485,TDOT,TDOT,,93000485,ACTIVE,,Lindy Dr,-83.87253386,35.92295486,,,,,,,,,,,,1528,1423,1478,1442,1248,1412,1482,1518,1308,1526,1190,1336,1321
Lonas Dr,E of Hollywood Rd,Knox,47000486,TDOT,TDOT,,93000486,ACTIVE,,Lonas Dr,-83.9818549,35.95735486,,,,,,,,,,,,5680,5509,5107,5337,5698,5378,6284,5876,5613,5801,3820,5958,6628
1226,SOUTHEAST HARRIMAN,Roane,73000012,TDOT,TDOT,,145000012,ACTIVE,,,-84.54244906,35.92195383,925,907,953,926,812,675,679,683,637,632,636,667,596,549,536,495,590,595,611,591,380,319,349,371
1226,SOUTH OF HARRIMAN,Roane,73000013,TDOT,TDOT,,145000013,ACTIVE,,,-84.52448805,35.90149683,2872,2765,3029,3120,2797,2907,3037,2687,2980,3263,3331,3223,2921,3180,3038,3050,2611,2637,2808,3421,2767,2570,2556,2713
SR001,NORTHWEST  KINGSTON,Roane,73000015,TDOT,TDOT,,145000015,ACTIVE,,,-84.52369005,35.87789482,11971,13151,13545,12370,12571,12893,11638,13750,12727,12862,14210,12530,13154,12355,12413,11755,12203,12325,12713,14262,14594,12064,13210,11400
2374,NORTHEAST KINGSTON,Roane,73000016,TDOT,TDOT,,145000016,ACTIVE,,,-84.49308504,35.88452983,2373,2360,2520,2500,2659,2696,2590,2415,2707,2687,2640,2760,2611,2680,2567,2560,2532,2354,2378,2520,2389,2926,2717,2671
W. MORRISTOWN,,Hamblen,32000020,TDOT,TDOT,,63000020,ACTIVE,,,-83.35763372,36.20195093,5925,6746,6168,6765,6981,7030,6633,6626,6973,6567,6352,7150,6546,6824,6893,6658,6966,6663,6700,7586,7159,7858,6919,7108
NEAR JEFFERSON CO LINE,,Cocke,15000021,TDOT,TDOT,,29000021,INACTIVE,,,-83.28292169,35.95709888,5146,5517,5171,5326,6282,6390,6722,6634,6283,6295,5698,5869,6771,6825,6505,6808,6521,6583,7617,,,,,
W. MORRISTOWN,,Hamblen,32000021,TDOT,TDOT,,63000021,ACTIVE,,,-83.39174274,36.19422293,3068,3055,3302,3245,3480,3659,3710,3414,3869,3442,3004,3716,3633,3397,2936,3154,3678,3702,3732,3395,3887,4009,4068,3757
SR009,NEAR CAMPBELL CO LINE,Anderson,1000111,TDOT,TDOT,,1000111,ACTIVE,,,-84.15693896,36.22341691,12088,12240,10933,12025,9898,11032,12806,11660,10986,10855,9750,10269,11580,10794,10552,11189,10640,10914,10191,10906,11403,8419,10356,9869
5402,OAK RIDGE,Anderson,1000113,TDOT,TDOT,,1000113,ACTIVE,,,-84.21646097,36.05383287,777,722,816,755,891,800,764,737,730,651,680,707,676,666,684,758,693,746,678,706,654,815,819,718
SR095,OAK RIDGE,Anderson,1000115,TDOT,TDOT,,1000115,ACTIVE,,,-84.24470998,36.02266786,28242,27861,26856,27133,27450,29084,27817,28651,27344,28050,28017,28428,23530,22828,22741,24964,26902,26916,25857,26254,26768,26356,21815,21859
3729,ROBERTSVILLE - OAK RIDGE,Anderson,1000116,TDOT,TDOT,,1000116,ACTIVE,,,-84.27090598,36.01446186,3977,4087,4280,3903,4099,4025,3141,3488,3593,3258,3378,3292,3538,1985,1984,2301,2633,2568,2349,1826,1815,2545,1589,1745
0B158,"S OF SR-95, WILTSHIRE DR.-OAK RIDGE",Anderson,1000117,TDOT,TDOT,,1000117,ACTIVE,,,-84.29958199,35.99721186,206,181,237,200,181,231,253,278,273,295,268,234,239,250,192,172,183,169,222,260,200,268,180,188
2401,"S OF SR-170, NEAR KNOX CO LINE",Anderson,1000118,TDOT,TDOT,,1000118,ACTIVE,,,-84.14052195,36.02503587,1390,1640,1553,1600,1629,1657,1241,1416,1487,1505,1260,1261,1299,1390,1251,1216,1068,1148,1056,1268,1286,1291,1333,1121
1270,W OF CLINTON,Anderson,1000119,TDOT,TDOT,,1000119,ACTIVE,,,-84.17311196,36.10351588,1393,1418,1600,1469,1468,1497,1456,1267,1203,1229,1084,1260,1348,1347,1510,1738,1812,1830,1901,1847,1772,1709,2021,1892
2462,NEAR CAMPBELL CO LINE,Anderson,1000122,TDOT,TDOT,,1000122,ACTIVE,,,-84.18237497,36.22920191,677,685,685,706,727,467,470,475,417,385,380,355,369,343,278,266,260,225,194,157,232,145,177,148
2460,NEAR CAMPBELL CO LINE,Anderson,1000123,TDOT,TDOT,,1000123,ACTIVE,,,-84.19053097,36.1817079,470,478,458,472,386,378,459,472,421,428,428,410,413,235,292,258,278,289,218,192,214,146,210,154
2374,NEAR OAK RIDGE,Anderson,1000126,TDOT,TDOT,,1000126,ACTIVE,,,-84.315525,36.01278386,1000,1155,1129,1159,1183,1167,1005,1182,1099,1069,1077,1079,1127,1130,970,1070,1264,1028,1152,1148,1048,896,1005,1081
3729,TENNESSEE AVE - OAK RIDGE,Anderson,1000127,TDOT,TDOT,,1000127,ACTIVE,,,-84.22738697,36.03522787,2596,2424,2467,2565,2675,2388,2415,2344,2294,2073,2023,2149,2274,2111,1803,1722,1928,1947,2120,1800,1547,2162,2097,1933
5341,LEE RD - CLINTON,Anderson,1000128,TDOT,TDOT,,1000128,ACTIVE,,,-84.13054195,36.07140288,103,106,96,76,90,82,85,73,95,59,90,68,70,62,63,76,85,83,70,79,64,121,90,81
0E511,RIDGEVIEW DR. - CLINTON,Anderson,1000129,TDOT,TDOT,,1000129,ACTIVE,,,-84.13482895,36.08010188,1601,1767,1793,1756,1805,1570,1784,1712,1641,1499,1690,1692,1501,1728,1428,1768,1997,1891,1872,1920,1870,1665,1930,1937
4062,HILLCREST ST. - CLINTON,Anderson,1000130,TDOT,TDOT,,1000130,ACTIVE,,,-84.15016195,36.08921688,1972,2043,1930,1641,1911,1658,1984,1809,1720,1700,1742,1668,1523,1694,1662,1621,1546,1645,1587,1592,1741,1168,1588,1712
4067,N. HICKS ST. - CLINTON (CBD),Anderson,1000132,TDOT,TDOT,,1000132,ACTIVE,,,-84.13485395,36.10099388,985,888,928,900,921,840,994,1023,845,905,896,943,871,942,970,931,986,996,1004,995,449,478,777,781
4067,HICKS ST. - CLINTON (CBD),Anderson,1000133,TDOT,TDOT,,1000133,ACTIVE,,,-84.13305395,36.10318988,2383,2176,2073,1855,1915,1972,1829,1861,1748,1617,1770,1630,1509,1605,1621,1614,1715,1697,1558,1656,1642,951,1419,1451
0E496,MARSHALL ST. - CLINTON (CBD),Anderson,1000134,TDOT,TDOT,,1000134,ACTIVE,,,-84.13214895,36.10679189,166,184,131,152,192,156,131,113,139,149,101,99,76,98,71,129,133,135,119,129,143,126,105,86
2481,PUNCHIN CR - NEAR CLAIBORNE CO LINE,Grainger,29000066,TDOT,TDOT,,57000066,ACTIVE,,,-83.50932178,36.34275996,100,76,89,90,93,95,80,75,72,39,71,73,57,29,55,23,48,46,47,41,42,32,43,38
2485,CEDAR SPRG - NEAR HANCOCK CO LINE,Grainger,29000067,TDOT,TDOT,,57000067,ACTIVE,,,-83.38201374,36.39386997,56,58,58,63,38,59,36,63,44,44,33,43,30,50,42,54,55,22,14,20,53,34,19,11
0E514,W. WASHINGTON AVE. - N OF CLINTON CBD,Anderson,1000136,TDOT,TDOT,,1000136,ACTIVE,,,-84.13076995,36.10842889,667,700,721,481,494,504,501,430,486,448,407,442,389,435,439,391,424,438,430,430,380,318,391,327
0B483,S.W. OF GATLINBURG,Sevier,78000050,TDOT,TDOT,,155000050,ACTIVE,,,-83.54252575,35.68576682,3545,4084,4064,4157,4307,3474,3578,3742,3616,3602,4375,3900,3257,3355,3777,4068,4872,5257,5310,4967,5963,6234,4658,5992
SR073,E. OF GATLINBURG,Sevier,78000055,TDOT,TDOT,,155000055,ACTIVE,,,-83.49775174,35.72126383,16133,13624,12717,13737,14333,14763,16378,16172,15724,14847,14943,15075,14323,14210,15639,15659,14851,14766,14914,16994,16658,14550,15990,15794
1284,E. OF GATLINBURG,Sevier,78000056,TDOT,TDOT,,155000056,ACTIVE,,,-83.46617773,35.73865783,4528,3872,4055,4702,4690,4762,4904,5097,4870,4804,4819,4964,5740,4968,5291,5102,4609,5056,4715,5558,5554,5473,5788,6151
SR035,SEVIERVILLE,Sevier,78000057,TDOT,TDOT,,155000057,ACTIVE,,,-83.55612577,35.86672586,34919,32089,32554,36162,33796,34809,37946,34561,39819,38913,39611,37085,34474,38364,36443,36807,36997,36712,40642,39710,41009,38858,38869,40625
Joe Hinton Rd,N of Middlebrook Pk,Knox,47000522,TDOT,TDOT,,93000522,ACTIVE,093M284,Joe Hinton Rd,-84.06983569,35.94644084,,,,,,,,,,,,,,,,,,7884,7963,7635,7711,8107,7491,7232
Broome Rd,S of Middlebrook Pk,Knox,47000524,TDOT,TDOT,,93000524,ACTIVE,,Broome Rd,-84.04945664,35.94012082,,,,,,,,,,,,,,,,,,1497,1512,1742,1741,1546,1427,1617
Bell Rd,E of Brown Gap Rd,Knox,47000518,TDOT,TDOT,,93000518,ACTIVE,093M031,Bell Rd,-83.90122427,36.09141114,,,,,,,,,,,,,,,,,,1201,1213,1277,1198,1175,1316,1184
Thompson School Rd,N of E Emory Rd,Knox,47000519,TDOT,TDOT,,93000519,ACTIVE,093M218,Thompson School Rd,-83.86315917,36.12496821,,,,,,,,,,,,,,,,,,3231,2630,3004,2885,2972,2865,2974
Fox Lonas Rd,S of Crest Forest Rd,Knox,47000520,TDOT,TDOT,,93000520,ACTIVE,093M365,Fox Lonas Rd,-84.08015171,35.93452881,,,,,,,,,,,,,,,,,,4373,4417,3672,6706,4449,3669,3874
Bridgewater Rd,S of Cross Park Dr,Knox,47000521,TDOT,TDOT,,93000521,ACTIVE,093M028,Bridgewater Rd,-84.07228742,35.92511092,,,,,,,,,,,,,,,,,,9617,9713,10228,10993,11518,9073,8973
Walker Springs Rd,W of N Gallaher View Rd,Knox,47000523,TDOT,TDOT,,93000523,ACTIVE,,Walker Springs Rd,-84.06487868,35.9323248,,,,,,,,,,,,,,,,,,3826,3380,3154,3276,3386,3600,3040
McKamey Rd,W of Ball Camp Pk,Knox,47000527,TDOT,TDOT,,93000527,ACTIVE,,McKamey Rd,-84.01386655,35.9759349,,,,,,,,,,,,,,,,,,7149,6592,7260,7956,7250,8204,7906
Solway Rd,N of Solway School Rd,Knox,47000558,TDOT,TDOT,,93000558,ACTIVE,093M281,Solway Rd,-84.18507495,35.97593791,,,,,,,,,,,,,,,,,,,,1642,1888,1772,1861,1872
Outlet Dr,W of Lovell Rd,Knox,47000559,TDOT,TDOT,,93000559,ACTIVE,093M097,Outlet Dr,-84.15002788,35.90856276,,,,,,,,,,,,,,,,,,4556,4717,5065,5288,5527,5932,6595
2635,S. OF JEFFERSON CITY,Jefferson,45000109,TDOT,TDOT,,89000109,ACTIVE,,,-83.48378776,36.0880299,578,585,579,616,492,620,604,546,556,473,509,506,472,529,519,454,548,520,515,500,507,476,535,513
1308,NEAR HAMBLEN CO LINE,Jefferson,45000110,TDOT,TDOT,,89000110,ACTIVE,,,-83.40041773,36.12704892,1022,1228,1248,1117,1116,1137,1390,1326,1413,1372,1197,1082,1171,1117,1145,1146,1184,1164,1318,1509,1476,1172,1163,1285
SR341,NEAR HAMBLEN CO LINE,Jefferson,45000111,TDOT,TDOT,,89000111,ACTIVE,,,-83.2849837,36.09312091,1702,1920,1935,2042,2327,2097,2021,1923,2073,2089,1900,1731,1568,1790,1876,1982,2041,1841,2021,2030,2214,2110,1926,1914
Mill Rd,S of Washington Pk,Knox,47000041,TDOT,TDOT,,93000041,ACTIVE,,Mill Rd,-83.87460487,36.04100888,7171,6734,6663,7062,7287,7378,8359,8578,8701,9894,9901,9756,9793,10623,10133,10611,10870,11392,11519,11840,12215,10212,10834,11631
Jacksboro Pk,S of Essary Dr,Knox,47000042,TDOT,TDOT,,93000042,ACTIVE,,Jacksboro Pk,-83.92176788,36.03752988,8011,8632,7840,7840,7885,8007,8040,7620,8083,7497,7747,6952,7284,6638,7171,7028,7612,7550,7770,7685,7763,7349,7716,8113
Central Avnue Pk,S of Emory Rd,Knox,47000043,TDOT,TDOT,,93000043,ACTIVE,,Central Avnue Pk,-84.00620291,36.03970188,5930,7099,6958,7528,6935,7105,6096,6437,6487,6682,7323,7619,7870,8199,7786,7118,7640,7842,7937,8436,8384,6987,8132,7676
E Emory Rd,W of I-75,Knox,47000044,TDOT,TDOT,,93000044,ACTIVE,,Emory Rd (E),-84.00280791,36.04736088,19557,16523,17203,18185,18729,19273,19817,18021,18524,19329,18481,19271,18534,19184,19838,17305,18301,18484,17716,24091,21557,19143,24546,23640
Heiskell Rd,N of Mayview Dr,Knox,47000045,TDOT,TDOT,,93000045,ACTIVE,,Heiskell Rd,-84.01466591,36.04755188,5370,4443,4592,4842,6616,7239,6693,6983,6938,7201,6782,7169,7384,5785,5368,5529,4545,5053,5176,5052,4907,4451,4674,4785
W Emory Rd,E of Conner Rd,Knox,47000046,TDOT,TDOT,,93000046,ACTIVE,,Emory Rd (W),-84.01325991,36.03868188,12592,12720,13022,13733,13666,14041,12893,13679,14185,14366,14139,13914,13821,15042,14581,12784,16830,18354,19478,19488,19683,17479,20792,20563
W Emory Rd,W of Bridgefield Dr,Knox,47000047,TDOT,TDOT,,93000047,ACTIVE,,Emory Rd (W),-84.06191192,36.01530687,7541,7819,7419,7948,8368,8467,9140,8872,9077,8792,9426,9512,9006,9336,9480,8866,10074,9985,10620,10161,10440,9870,10841,10984
0E512,SPRING ST. -  N OF CLINTON CBD,Anderson,1000135,TDOT,TDOT,,1000135,ACTIVE,,,-84.13311795,36.10852489,1376,1336,1273,1179,1389,1479,1328,1269,1369,1305,1349,1446,1210,1263,1121,1153,1391,1425,1257,1357,1113,1083,1088,1212
2635,S. JEFFERSON CITY,Jefferson,45000022,TDOT,TDOT,,89000022,ACTIVE,,,-83.49996076,36.09873391,797,717,777,739,733,755,754,846,790,769,756,780,715,768,721,722,680,707,714,810,783,818,855,753
Louisville Rd ,N of Mentor Rd,Maryville,5000182,TDOT,TDOT,,9000182,ACTIVE,,Louisville Rd,-84.0279239,35.81299683,8826,8367,8870,9233,9847,9933,9589,9709,8486,9522,9992,9213,9452,8190,8078,8936,9089,9260,9766,10561,9700,9188,10116,9974
Old Lowes Ferry Rd,W of Louisville Rd,Blount,5000010,TDOT,TDOT,,9000010,ACTIVE,,Old Lowes Ferry Rd,-84.08220092,35.81010683,1752,1837,2047,2213,2137,2217,2266,2272,2262,2295,2629,2337,2508,2479,2270,2432,2299,2361,2376,2865,2599,2559,2561,2587
Ouarry Rd SR 333,W of Lowes Ferry Rd,Maryville,5000146,TDOT,TDOT,,9000146,ACTIVE,,Ouarry Rd SR 333,-84.08891292,35.79830882,2364,2490,2447,2567,2771,2836,2524,2547,2379,2368,2422,2402,2761,2439,2251,2328,2398,2302,2376,2743,2430,2450,2609,2755
